facility,month,total_energy_use_kbtu,electricity_use_kwh,natural_gas_use_mcf,steam_use_k_lbs,water_use_k_gals,wastewater_use_k_gals,total_energy_cost,electricity_cost,natural_gas_cost,steam_cost,water_cost,wastewater_cost,total_utility_cost,total_emissions_tons_co_2,electricity_tons_co_2,natural_gas_tons_co_2,steam_tons_co_2,heating_degree_days,cooling_degree_days,uses_electricity_for_summer_cooling,uses_natural_gas_for_winter_heating,uses_steam_for_winter_heating,wnu_all_energy,wnu_gas,wnu_electricity,wnu_steam
Maint Bldg Elizabeth,2019-12-01,316747.7782867,725.774193552169,305.711514336868,0,892.8702,0,1094.95,82.94,1012.01,0,7441.81,0,8536.76,18.6953086388051,0.310429589614521,18.3848790491905,0,895,0,,Yes,,179975.229176415,173.660119004804,412.277676541821,0
Maint Bldg Elizabeth,2020-04-01,79559.8582581,589.129032268464,75.4375,0,263.8817,0,352.61,68.85,283.76,0,2753.7,0,3106.31,4.78864382293993,0.251983447939932,4.536660375,0,511,0,,Yes,,82220.402086823,77.9635654490106,608.856336240924,0
Maint Bldg Elizabeth,2020-06-01,3295.5542303,536.339265855803,1.42564655175097,0,355.6563,0,104.37,59.01,45.36,0,3432.65,0,3537.02,0.315139635799576,0.229404103470376,0.0857355323292,0,13,165,,Yes,,9506.1054016253,4.20189914099048,1580.7869753629,0
Male Offenders Program - A.C.T.A.,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,,,,,,,
Male Offenders Program - A.C.T.A.,2015-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,1,,,,0,0,0,0
Male Offenders Program - A.C.T.A.,2015-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,190,,,,0,0,0,0
Male Offenders Program - A.C.T.A.,2015-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,207,,,,0,0,0,0
Third Avenue Attendant's Booth,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,,,,0,0,0,0
Male Offenders Program - A.C.T.A.,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,,,,0,0,0,0
Male Offenders Program - A.C.T.A.,2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,165,,,,0,0,0,0
Male Offenders Program - A.C.T.A.,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,,,,0,0,0,0
Male Offenders Program - A.C.T.A.,2020-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,5,,,,0,0,0,0
N Park Shaler Grove,2015-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,131,,,,0,0,0,0
N Park Shaler Grove,2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,,,,0,0,0,0
N Park Shaler Grove,2016-09-01,0,0,0,0,0,0,0,0,0,0,0,25.17,25.17,0,0,0,0,14,154,,,,0,0,0,0
N Park Shaler Grove,2016-11-01,0,0,0,0,0,0,0,0,0,0,0,80.54,80.54,0,0,0,0,547,3,,,,0,0,0,0
N Park Shaler Grove,2017-01-01,0,0,0,0,0,0,0,0,0,0,0,73.24,73.24,0,0,0,0,921,0,,,,0,0,0,0
N Park Shaler Grove,2017-04-01,0,0,0,0,0,0,0,0,0,0,0,30.14,30.14,0,0,0,0,244,23,,,,0,0,0,0
Round Hill Exhbt Farm,2015-11-01,71885.9657143,21068.5714285756,0,0,0,0,1541.59,1541.59,0,0,0,0,1541.59,10.4186403257164,10.4186403257164,0,0,481,2,,,,76372.6171784377,0,22383.5337568692,0
Round Hill Exhbt Farm,2016-01-01,148998.9381818,43669.0909090856,0,0,0,0,3044,3044,0,0,0,0,3044,18.6782309018159,18.6782309018159,0,0,1160,0,,,,69830.965708721,0,20466.2853777025,0
Round Hill Exhbt Farm,2016-09-01,13353.0270968,3913.54838710434,0,0,0,0,435.03,435.03,0,0,0,0,435.03,1.67391074322904,1.67391074322904,0,0,14,154,,,,30335.1582829612,0,8890.7263431891,0
Round Hill Exhbt Farm,2016-11-01,69877.76,20480,0,0,0,0,1684.78,1684.78,0,0,0,0,1684.78,8.75974656,8.75974656,0,0,547,3,,,,63068.6682577373,0,18484.3693604154,0
Round Hill Exhbt Farm,2017-01-01,122963.6057143,36038.5714285756,0,0,0,0,2958.41,2958.41,0,0,0,0,2958.41,15.4144898485732,15.4144898485732,0,0,921,0,,,,70904.5474811249,0,20780.9341972816,0
Round Hill Exhbt Farm,2017-04-01,24294.6978802,7120.36866359906,0,0,0,0,660.31,660.31,0,0,0,0,660.31,3.04553832553192,3.04553832553192,0,0,244,23,,,,44083.6140704752,0,12920.1682504323,0
Round Hill Exhbt Farm,2017-06-01,17615.3324138,5162.75862069168,0,0,0,0,516.42,516.42,0,0,0,0,516.42,2.20822544275949,2.20822544275949,0,0,25,171,,,,38318.4672509557,0,11230.5003666342,0
Round Hill Exhbt Farm,2017-08-01,13587.155468,3982.1674876905,0,0,0,0,402.93,402.93,0,0,0,0,402.93,1.70326064216996,1.70326064216996,0,0,4,175,,,,28822.8964585539,0,8447.50775455857,0
Round Hill Exhbt Farm,2017-10-01,49007.6933333,14363.3333333236,0,0,0,0,1172.72,1172.72,0,0,0,0,1172.72,6.14351365999582,6.14351365999582,0,0,243,38,,,,80796.307942387,0,23680.0433594335,0
Round Hill Exhbt Farm,2017-12-01,161748.6516364,47405.8181818288,0,0,0,0,3385.44,3385.44,0,0,0,0,3385.44,20.2765113643682,20.2765113643682,0,0,1044,0,,,,77853.0059929052,0,22817.410900617,0
Round Hill Exhbt Farm,2018-03-01,143190.5112545,41966.7383512603,0,0,0,0,2987.49,2987.49,0,0,0,0,2987.49,17.9500972610777,17.9500972610777,0,0,915,0,,,,84239.1513267321,0,24689.0830383154,0
Round Hill Exhbt Farm,2018-05-01,29559.4410389,8663.37662335873,0,0,0,0,878.43,878.43,0,0,0,0,878.43,3.70551677609624,3.70551677609624,0,0,19,146,,,,84178.0670491102,0,24671.1802605833,0
Round Hill Exhbt Farm,2018-07-01,13087.9613793,3835.86206896249,0,0,0,0,472.22,472.22,0,0,0,0,472.22,1.64068259586077,1.64068259586077,0,0,0,268,,,,20449.0120771393,0,5993.26262518738,0
Round Hill Exhbt Farm,2020-04-01,67770.4804977,19862.3917050703,0,0,0,0,1654.51,1654.51,0,0,0,0,1654.51,8.4955819048761,8.4955819048761,0,0,511,0,,,,69865.4383025499,0,20476.3887170427,0
N Park Skating Rink,2016-04-01,64788.5043498,16799.1206896542,7.2664441213035,0,0,0,3067.17,2486.87,580.3,0,0,0,3067.17,7.62234291618721,7.18535349962026,0.43698941656695,0,400,1,,Yes,,95001.5974007042,10.6550352701408,24633.124602286,0
N Park Skating Rink,2017-02-01,988779.1118083,174456.860215064,382.813526025778,0,0,0,18013.23,15047.52,2965.71,0,0,103.12,18116.35,97.640676993046,74.6190371649078,23.0216398281382,0,665,1,,Yes,,787044.41854627,304.710369995173,138863.46957539,0
N Park Skating Rink,2017-09-01,72645.1131817,20828.7127083236,1.53457725768482,0,0,0,1819.28,1736.11,83.17,0,0,108.08,1927.36,9.00118506415222,8.90889865702957,0.09228640712265,0,67,119,,Yes,,193049.018009904,4.07802561908616,55350.7642653821,0
Light: Round Hill Road Lights,2021-02-01,584.2285241,171.22758619578,0,0,0,0,22.18,22.18,0,0,0,0,22.18,0.0732378056228312,0.0732378056228312,0,0,1020,0,,,,,,,
Round Hill Greenhouse,2015-06-01,3973.3565484,1164.52419355217,0,0,0,0,107.03,107.03,0,0,0,0,107.03,0.575870023477677,0.575870023477677,0,0,24,190,,,,14645.7179690557,0,4292.41441062594,0
Round Hill Greenhouse,2015-08-01,118.8993102,34.8473945486518,0,0,0,0,33.77,33.77,0,0,0,0,33.77,0.0172324199256484,0.0172324199256484,0,0,5,207,,,,354.134064072776,0,103.79075734841,0
Round Hill Greenhouse,2015-10-01,954.6897857,279.803571424385,0,0,0,0,48.27,48.27,0,0,0,0,48.27,0.138365943908644,0.138365943908644,0,0,329,0,,,,1556.00570948605,0,456.039188008808,0
Round Hill Greenhouse,2015-12-01,6190.4093247,1814.30519481243,0,0,0,0,143.99,143.99,0,0,0,0,143.99,0.897193876191888,0.897193876191888,0,0,618,0,,,,5134.08763940256,0,1504.7150174099,0
Round Hill Greenhouse,2016-04-01,3070.1108769,899.798029572098,0,0,0,0,97.09,97.09,0,0,0,0,97.09,0.384863412804637,0.384863412804637,0,0,400,1,,,,4501.80846787332,0,1319.40459199101,0
S Park Concession Stand,2021-10-01,2939.9254286,861.642857151231,0,0,0,0,78.28,78.28,0,0,0,0,78.28,0.368543606146439,0.368543606146439,0,0,194,34,,,,6568.66704355219,0,1925.16619095902,0
N Park Shed Willow Grv,2015-02-01,0,0,0,0,0,0,14.2,14.2,0,0,0,0,14.2,0,0,0,0,1280,0,,,,0,0,0,0
N Park Shed Willow Grv,2015-09-01,95.6106867,28.0218894196952,0,0,0,0,15.96,15.96,0,0,0,0,15.96,0.0138571325588229,0.0138571325588229,0,0,24,170,,,,285.353544326289,0,83.6323400721831,0
N Park Shed Willow Grv,2015-11-01,3.54848,1.04,0,0,0,0,53.36,53.36,0,0,0,0,53.36,0.00051429144,0.00051429144,0,0,481,2,,,,3.78724935817805,0,1.10997929606625,0
N Park Shed Willow Grv,2016-01-01,0,0,0,0,0,0,13.72,13.72,0,0,0,0,13.72,0,0,0,0,1160,0,,,,0,0,0,0
N Park Shed Willow Grv,2016-09-01,142.8775,41.875,0,0,0,0,18.34,18.34,0,0,0,0,18.34,0.01791085875,0.01791085875,0,0,14,154,,,,440.751573660714,0,129.176897321429,0
N Park Shed Willow Grv,2016-11-01,2.0472,0.6,0,0,0,0,13.31,13.31,0,0,0,0,13.31,0.0002566332,0.0002566332,0,0,547,3,,,,1.83165183471074,0,0.536826446280992,0
N Park Shed Willow Grv,2017-01-01,0,0,0,0,0,0,15.28,15.28,0,0,0,0,15.28,0,0,0,0,921,0,,,,0,0,0,0
N Park Shed Willow Grv,2017-04-01,84.3901333,24.7333333235639,0,0,0,0,17.88,17.88,0,0,0,0,17.88,0.0105789907958214,0.0105789907958214,0,0,244,23,,,,171.882414654446,0,50.3758542363558,0
N Park Shed Willow Grv,2017-06-01,131.3307233,38.4908333235639,0,0,0,0,19.17,19.17,0,0,0,0,19.17,0.0164633762108214,0.0164633762108214,0,0,25,171,,,,350.461719038424,0,102.71445458336,0
N Park Shed Willow Grv,2017-08-01,113.5058667,33.2666666764361,0,0,0,0,19.35,19.35,0,0,0,0,19.35,0.0142288852041786,0.0142288852041786,0,0,4,175,,,,319.878310227897,0,93.7509701723027,0
N Park Shed Willow Grv,2017-10-01,30.0091282,8.7951723915592,0,0,0,0,17.51,17.51,0,0,0,0,17.51,0.00376188872566248,0.00376188872566248,0,0,243,38,,,,51.7886421421978,0,15.1783828083815,0
N Park Shed Willow Grv,2017-12-01,0.0319875,0.009375,0,0,0,0,14.24,14.24,0,0,0,0,14.24,4.00989375e-06,4.00989375e-06,0,0,1044,0,,,,0.014844336001642,0,0.00435062602627258,0
N Park Shed Willow Grv,2018-03-01,1.1789048,0.345517233294256,0,0,0,0,15.66,15.66,0,0,0,0,15.66,0.000147785322059086,0.000147785322059086,0,0,915,0,,,,0.67523408375036,0,0.197899790079238,0
Round Hill Greenhouse,2017-09-01,71.2402069,20.8793103458382,0,0,0,0,26.4,26.4,0,0,0,0,26.4,0.00893054037974261,0.00893054037974261,0,0,67,119,,,,189.315583423606,0,55.4852237466604,0
Round Hill Greenhouse,2017-11-01,0,0,0,0,0,0,22.85,22.85,0,0,0,0,22.85,0,0,0,0,673,0,,,,0,0,0,0
Round Hill Greenhouse,2018-01-01,0,0,0,0,0,0,19.94,19.94,0,0,0,0,19.94,0,0,0,0,1194,0,,,,0,0,0,0
Medical Examiner Parking Lot,2016-04-01,1777.4461035,520.939655187573,0,0,0,0,52.31,52.31,0,0,0,0,52.31,0.222817351196139,0.222817351196139,0,0,400,1,,,,2606.32994727681,0,763.871614090506,0
Medical Examiner Parking Lot,2016-06-01,3117.665977,913.735632180539,0,0,0,0,151.48,151.48,0,0,0,0,151.48,0.390824832067525,0.390824832067525,0,0,13,216,,,,7576.73717143514,0,2220.6146457899,0
Medical Examiner Parking Lot,2016-08-01,7108.0691785,2083.25591398007,0,0,0,0,298.68,298.68,0,0,0,0,298.68,0.891054386039384,0.891054386039384,0,0,0,345,,,,10865.4238243432,0,3184.47357102674,0
Medical Examiner Parking Lot,2016-10-01,2773.1145872,812.753396014068,0,0,0,0,201.32,201.32,0,0,0,0,201.32,0.347632508049929,0.347632508049929,0,0,271,22,,,,4747.15032455349,0,1391.31017718449,0
Medical Examiner Parking Lot,2016-12-01,626.5107396,183.619794724502,0,0,0,0,102.31,102.31,0,0,0,0,102.31,0.0785382258391533,0.0785382258391533,0,0,956,0,,,,324.139811428488,0,94.9999447328513,0
Medical Examiner Parking Lot,2017-03-01,1851.0915996,542.523915474795,0,0,0,0,482.28,482.28,0,0,0,0,482.28,0.23204941417471,0.23204941417471,0,0,762,2,,,,1297.08739301412,0,380.154570051031,0
Medical Examiner Parking Lot,2017-05-01,4449.7484267,1304.14666667644,0,0,0,0,194.28,194.28,0,0,0,0,194.28,0.557812220564179,0.557812220564179,0,0,172,46,,,,10898.3844985526,0,3194.13379207287,0
Medical Examiner Parking Lot,2017-07-01,4789.6217823,1403.75784944314,0,0,0,0,265.02,265.02,0,0,0,0,265.02,0.60041811487952,0.60041811487952,0,0,0,274,,,,8952.28090793883,0,2623.76345484725,0
Light: Rankin Bridge 023E2,2018-04-01,171.1587261,50.1637532532239,0,0,0,0,20.5,20.5,0,0,0,0,20.5,0.0214561408689754,0.0214561408689754,0,0,562,11,,,,,,,
Light: Rankin Bridge 023E2,2018-06-01,141.0122946,41.3283395662368,0,0,0,0,19.58,19.58,0,0,0,0,19.58,0.0176770400559499,0.0176770400559499,0,0,16,186,,,,,,,
Light: Rankin Bridge 023E2,2018-08-01,163.180606,47.8255,0,0,0,0,21.17,21.17,0,0,0,0,21.17,0.020456018511,0.020456018511,0,0,0,247,,,,,,,
Light: Rankin Bridge 023E2,2018-10-01,221.518073,64.9232335873388,0,0,0,0,23.42,23.42,0,0,0,0,23.42,0.0277690953164437,0.0277690953164437,0,0,400,52,,,,,,,
Light: Rankin Bridge 023E2,2019-03-01,212.9287095,62.40583514068,0,0,0,0,21.25,21.25,0,0,0,0,21.25,0.0266923486180419,0.0266923486180419,0,0,860,0,,,,,,,
Light: Rankin Bridge 023E2,2020-01-01,304.9935816,89.3885057444314,0,0,0,0,25.51,25.51,0,0,0,0,25.51,0.0382334304540197,0.0382334304540197,0,0,904,0,,,,,,,
Light: Rankin Bridge 023E2,2020-09-01,115.1491172,33.7482758499414,0,0,0,0,17.5,17.5,0,0,0,0,17.5,0.0144348800430886,0.0144348800430886,0,0,90,86,,,,,,,
Light: Rankin Bridge 023E2,2020-11-01,143.691427,42.1135483587339,0,0,0,0,18.22,18.22,0,0,0,0,18.22,0.0180128911310944,0.0180128911310944,0,0,536,0,,,,,,,
Light: Rankin Bridge 023E2,2021-01-01,171.6615111,50.3111111078546,0,0,0,0,18.24,18.24,0,0,0,0,18.24,0.0215191690652738,0.0215191690652738,0,0,1052,0,,,,,,,
Light: Rankin Bridge 023E2,2021-04-01,142.9861923,41.906855890973,0,0,0,0,18.51,18.51,0,0,0,0,18.51,0.0179244842153988,0.0179244842153988,0,0,416,15,,,,,,,
Rose Grove Shelter,2015-01-01,11520.9333949,3376.5924369578,0,0,0,0,358.16,358.16,0,0,0,0,358.16,1.66976210259244,1.66976210259244,0,0,1205,0,,,,,,,
Rose Grove Shelter,2015-04-01,9424.7859698,2762.24676723329,0,0,0,0,298.19,298.19,0,0,0,0,298.19,1.3659614111113,1.3659614111113,0,0,353,1,,,,29907.2775124539,0,8765.32166250112,0
Rose Grove Shelter,2015-06-01,8535.9251398,2501.7365591442,0,0,0,0,267.2,267.2,0,0,0,0,267.2,1.23713624759896,1.23713624759896,0,0,24,190,,,,31463.2605153002,0,9221.35419557451,0
Rose Grove Shelter,2015-08-01,9174.9856552,2689.03448276671,0,0,0,0,286.47,286.47,0,0,0,0,286.47,1.32975713110745,1.32975713110745,0,0,5,207,,,,27327.1136091536,0,8009.11887724317,0
Rose Grove Shelter,2015-10-01,474638.366325,139108.548160903,0,0,0,0,65780.09,65780.09,0,0,0,5.53,65785.62,68.7907072595962,68.7907072595962,0,0,329,0,,,,773591.60955233,0,226726.731990719,0
Rose Grove Shelter,2015-12-01,11759.9113184,3446.63286002345,0,0,0,0,337.69,337.69,0,0,0,28.61,366.3,1.70439786224305,1.70439786224305,0,0,618,0,,,,9753.21859563683,0,2858.50486390294,0
Male Offenders Program - A.C.T.A.,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,,,,0,0,0,0
Male Offenders Program - A.C.T.A.,2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,,,,0,0,0,0
Male Offenders Program - A.C.T.A.,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,62,,,,0,0,0,0
Light: S Express. Sect 15,2016-01-01,66660.244,19537,0,0,0,0,852.15,852.15,0,0,0,0,852.15,8.356404714,8.356404714,0,0,1160,0,,,,,,,
Light: S Express. Sect 15,2016-09-01,54255.2319312,15901.2989247362,0,0,0,0,1617.94,1617.94,0,0,0,0,1617.94,6.80133537868603,6.80133537868603,0,0,14,154,,,,,,,
Light: S Express. Sect 15,2016-11-01,62552.2813,18333.025,0,0,0,0,1805.73,1805.73,0,0,0,0,1805.73,7.84143811905,7.84143811905,0,0,547,3,,,,,,,
Light: S Express. Sect 15,2017-01-01,70113.9932026,20549.2359913834,0,0,0,0,2001.73,2001.73,0,0,0,0,2001.73,8.78936031670647,8.78936031670647,0,0,921,0,,,,,,,
Light: S Express. Sect 15,2017-04-01,49165.8026992,14409.6725378664,0,0,0,0,2980.78,2980.78,0,0,0,0,2980.78,6.16333395724127,6.16333395724127,0,0,244,23,,,,,,,
Light: S Express. Sect 15,2017-06-01,28771.7349117,8432.51316286635,0,0,0,0,947.23,947.23,0,0,0,0,947.23,3.60677139504752,3.60677139504752,0,0,25,171,,,,,,,
Light: S Express. Sect 15,2017-08-01,44649.5116133,13086.0233333236,0,0,0,0,1271.76,1271.76,0,0,0,0,1271.76,5.59718007217582,5.59718007217582,0,0,4,175,,,,,,,
Light: S Express. Sect 15,2017-10-01,45762.2106735,13412.1367741794,0,0,0,0,1204.48,1204.48,0,0,0,0,1204.48,5.73666596532555,5.73666596532555,0,0,243,38,,,,,,,
Light: S Express. Sect 15,2017-12-01,42030.3890715,12318.402424238,0,0,0,0,1096.53,1096.53,0,0,0,0,1096.53,5.26885172169992,5.26885172169992,0,0,1044,0,,,,,,,
Light: S Express. Sect 15,2018-03-01,31925.16276,9356.73,0,0,0,0,852.86,852.86,0,0,0,0,852.86,4.00207926906,4.00207926906,0,0,915,0,,,,,,,
Light: S Express. Sect 15,2018-05-01,54354.1246206,15930.2827141266,0,0,0,0,1561.78,1561.78,0,0,0,0,1561.78,6.81373238305166,6.81373238305166,0,0,19,146,,,,,,,
Light: S Express. Sect 15,2018-07-01,44975.2006613,13181.4773333236,0,0,0,0,1311.16,1311.16,0,0,0,0,1311.16,5.63800784796382,5.63800784796382,0,0,0,268,,,,,,,
Light: S Express. Sect 15,2019-10-01,54237.898375,15896.21875,0,0,0,0,1487.61,1487.61,0,0,0,0,1487.61,6.7991624761875,6.7991624761875,0,0,298,34,,,,,,,
Light: S Express. Sect 15,2019-12-01,90511.4319333,26527.3833333236,0,0,0,0,2334.79,2334.79,0,0,0,0,2334.79,11.3463454540958,11.3463454540958,0,0,895,0,,,,,,,
Light: S Express. Sect 15,2020-04-01,60009.3754839,17587.7419354924,0,0,0,0,1665.05,1665.05,0,0,0,0,1665.05,7.52266415613267,7.52266415613267,0,0,511,0,,,,,,,
Light: S Express. Sect 15,2020-06-01,48890.441375,14328.96875,0,0,0,0,1460.41,1460.41,0,0,0,0,1460.41,6.1288151716875,6.1288151716875,0,0,13,165,,,,,,,
Light: S Express. Sect 15,2020-08-01,58659.2901091,17192.0545454572,0,0,0,0,1587.94,1587.94,0,0,0,0,1587.94,7.35341995429205,7.35341995429205,0,0,0,257,,,,,,,
Light: S Express. Sect 15,2020-10-01,88388.6980991,25905.245632796,0,0,0,0,2279.65,2279.65,0,0,0,0,2279.65,11.0802434725508,11.0802434725508,0,0,338,5,,,,,,,
Light: S Express. Sect 15,2015-04-01,42018.8368667,12315.0166666764,0,0,0,0,1142.39,1142.39,0,0,0,0,1142.39,6.08991120685483,6.08991120685483,0,0,353,1,,,,,,,
N Park Rifle Range,2015-12-01,6237.669125,1828.15625,0,0,0,0,189.75,189.75,0,0,0,0,189.75,0.90404337534375,0.90404337534375,0,0,618,0,,,,5173.28310190497,0,1516.20255038247,0
N Park Rifle Range,2016-04-01,7730.1213103,2265.5689655041,0,0,0,0,271.98,271.98,0,0,0,0,271.98,0.969033689063346,0.969033689063346,0,0,400,1,,,,11334.9409737067,0,3322.08117635015,0
N Park Rifle Range,2016-06-01,4829.5438333,1415.45833332356,0,0,0,0,138.99,138.99,0,0,0,0,138.99,0.605422669245821,0.605422669245821,0,0,13,216,,,,11737.0444918704,0,3439.93097651534,0
Rose Grove Shelter,2016-04-01,7267.7806034,2130.06465515826,0,0,0,0,228.14,228.14,0,0,0,25.45,253.59,0.911075514433603,0.911075514433603,0,0,400,1,,,,10656.9949994993,0,3123.38657664104,0
Rose Grove Shelter,2016-06-01,6785.7571667,1988.79166667644,0,0,0,0,215.11,215.11,0,0,0,25.45,240.56,0.850649949254178,0.850649949254178,0,0,13,216,,,,16491.1504120598,0,4833.27972217462,0
Rose Grove Shelter,2016-08-01,8798.4945254,2578.69124425557,0,0,0,0,264.01,264.01,0,0,0,26.01,290.02,1.10296297637548,1.10296297637548,0,0,0,345,,,,13449.414972465,0,3941.7980575806,0
Rose Grove Shelter,2016-10-01,5670.6509455,1661.97272728605,0,0,0,0,189.89,189.89,0,0,0,37.09,226.98,0.710862298860244,0.710862298860244,0,0,271,22,,,,9707.2917940763,0,2845.04448829904,0
Rose Grove Shelter,2016-12-01,9729.6318744,2851.59199132474,0,0,0,0,287.78,287.78,0,0,0,83.23,371.01,1.2196886297134,1.2196886297134,0,0,956,0,,,,5033.84992737741,0,1475.33702443652,0
Rose Grove Shelter,2017-03-01,6847.1528571,2006.78571427315,0,0,0,0,233.83,233.83,0,0,0,31.64,265.47,0.858346399280342,0.858346399280342,0,0,762,2,,,,4797.90176288637,0,1406.18457294442,0
Rose Grove Shelter,2017-05-01,6665.71732,1953.61,0,0,0,0,215.76,215.76,0,0,0,28.67,244.43,0.83560197642,0.83560197642,0,0,172,46,,,,16325.7657165793,0,4784.80824049803,0
Rose Grove Shelter,2017-07-01,7510.6533821,2201.24659498828,0,0,0,0,245.53,245.53,0,0,0,28.61,274.14,0.941521596101575,0.941521596101575,0,0,0,274,,,,14038.1604090735,0,4114.34947510948,0
Rose Grove Shelter,2018-12-01,8128.8826385,2382.43922582063,0,0,0,0,227.96,227.96,0,0,0,28.35,256.31,1.01902167054645,1.01902167054645,0,0,890,0,,,,4621.97811795563,0,1354.62430186273,0
Rose Grove Shelter,2019-03-01,7742.5033233,2269.19792593787,0,0,0,0,245.81,245.81,0,0,0,28.99,274.8,0.970585875277996,0.970585875277996,0,0,860,0,,,,4802.33270083103,0,1407.48320657416,0
Rose Grove Shelter,2019-05-01,6168.7750291,1807.96454545721,0,0,0,0,217.22,217.22,0,0,0,28.67,245.89,0.773306211312049,0.773306211312049,0,0,101,76,,,,18674.5522203187,0,5473.19818883901,0
Rose Grove Shelter,2019-07-01,6577.4361392,1927.73626588511,0,0,0,0,240.8,240.8,0,0,0,28.61,269.41,0.824535211116912,0.824535211116912,0,0,0,307,,,,11191.3223053694,0,3279.9889523357,0
Rose Grove Shelter,2020-02-01,6049.3659355,1772.96774194021,0,0,0,0,202.01,202.01,0,0,0,26.82,228.83,0.758337308518151,0.758337308518151,0,0,892,0,,,,3534.87447473393,0,1036.01244863245,0
Rose Grove Shelter,2020-03-01,6168.500583,1807.88410990621,0,0,0,0,208.09,208.09,0,0,0,28.67,236.76,0.773271807257305,0.773271807257305,0,0,583,1,,,,5568.65274404886,0,1632.07876437539,0
Rose Grove Shelter,2020-05-01,4658.8275152,1365.42424243845,0,0,0,0,175.93,175.93,0,0,0,28.67,204.6,0.58402198782426,0.58402198782426,0,0,258,61,,,,7708.88083456536,0,2259.34373814928,0
Rose Grove Shelter,2020-07-01,4022.3309777,1178.87777775498,0,0,0,0,142.15,142.15,0,0,0,28.61,170.76,0.504231960856917,0.504231960856917,0,0,0,384,,,,5440.39944699251,0,1594.48987309276,0
Rose Grove Shelter,2021-02-01,4333.7287215,1270.14323607855,0,0,0,0,148.61,148.61,0,0,0,26.18,174.79,0.543268205221988,0.543268205221988,0,0,1020,0,,,,2210.9233540642,0,647.984570358795,0
Medical Examiner Parking Lot,2016-02-01,1802.1873054,528.190886694021,0,0,0,0,96.67,96.67,0,0,0,0,96.67,0.22591886243854,0.22591886243854,0,0,891,0,,,,1153.84797175571,0,338.173496997571,0
Medical Examiner Parking Lot,2016-03-01,1885.3316946,552.559113305979,0,0,0,0,98.81,98.81,0,0,0,0,98.81,0.23634168906146,0.23634168906146,0,0,512,1,,,,2180.65307533308,0,639.112859124585,0
Medical Examiner Parking Lot,2016-05-01,4560.6282298,1336.64367813599,0,0,0,0,127.95,127.95,0,0,0,0,127.95,0.571711907299682,0.571711907299682,0,0,175,65,,,,10951.4460695276,0,3209.68524898228,0
Medical Examiner Parking Lot,2016-07-01,7089.0275112,2077.67512051583,0,0,0,0,294,294,0,0,0,0,294,0.88866735789727,0.88866735789727,0,0,0,330,,,,11564.4236672606,0,3389.33870670007,0
Medical Examiner Parking Lot,2017-02-01,1640.5837242,480.827586225088,0,0,0,0,96.61,96.61,0,0,0,0,96.61,0.205660536835367,0.205660536835367,0,0,665,1,,,,1305.8652310404,0,382.727207221687,0
Medical Examiner Parking Lot,2017-09-01,3519.43535,1031.4875,0,0,0,0,219.09,219.09,0,0,0,0,219.09,0.441189896475,0.441189896475,0,0,67,119,,,,9352.63926931284,0,2741.10177881384,0
N Park Rifle Range,2016-08-01,6698.5795862,1963.24137930832,0,0,0,0,262.96,262.96,0,0,0,0,262.96,0.839721529240515,0.839721529240515,0,0,0,345,,,,10239.4763468687,0,3001.01885898846,0
N Park Rifle Range,2016-10-01,7250.3578333,2124.95833332356,0,0,0,0,270.33,270.33,0,0,0,0,270.33,0.908891428245821,0.908891428245821,0,0,271,22,,,,12411.5096795301,0,3637.60541604048,0
N Park Rifle Range,2016-12-01,11909.1742069,3490.37931034584,0,0,0,0,373.11,373.11,0,0,0,0,373.11,1.49291201937974,1.49291201937974,0,0,956,0,,,,6161.48652800138,0,1805.82840797227,0
N Park Rifle Range,2017-03-01,12829.2148832,3760.02780867526,0,0,0,0,400.66,400.66,0,0,0,0,400.66,1.6082466143822,1.6082466143822,0,0,762,2,,,,8989.62152432847,0,2634.70736351948,0
N Park Rifle Range,2017-05-01,3995.05109,1170.8825,0,0,0,0,180.65,180.65,0,0,0,0,180.65,0.500812204665,0.500812204665,0,0,172,46,,,,9784.73358379751,0,2867.74137860419,0
N Park Rifle Range,2017-07-01,5285.4599911,1549.07971603165,0,0,0,0,215.38,215.38,0,0,0,0,215.38,0.662575474300491,0.662575474300491,0,0,0,274,,,,9879.05198336501,0,2895.38452032972,0
