facility,month,total_energy_use_kbtu,electricity_use_kwh,natural_gas_use_mcf,steam_use_k_lbs,water_use_k_gals,wastewater_use_k_gals,total_energy_cost,electricity_cost,natural_gas_cost,steam_cost,water_cost,wastewater_cost,total_utility_cost,total_emissions_tons_co_2,electricity_tons_co_2,natural_gas_tons_co_2,steam_tons_co_2,heating_degree_days,cooling_degree_days,uses_electricity_for_summer_cooling,uses_natural_gas_for_winter_heating,uses_steam_for_winter_heating,wnu_all_energy,wnu_gas,wnu_electricity,wnu_steam
Kane/Glen Hazel,2019-09-01,1495200.3671823,323724.886699531,380.01075268823,0,474.6551,473.6834,29658.06,27013.8,2644.26,0,11636.78,4422.93,45717.77,161.317342634062,138.464255988897,22.8530866451647,0,6,132,Yes,Yes,,2376133.49262676,968.186624909708,1124913.19586395,0
Kane/Glen Hazel,2019-11-01,2098040.5328571,234371.785714273,1263,0,430.75,425.2857,28311.87,19098.37,9213.5,0,11498.86,3993.46,43804.19,176.20026292928,100.24596892928,75.954294,0,799,0,Yes,Yes,,1755066.91173512,856.240673910167,158344.266855046,0
Kane/Glen Hazel,2020-01-01,2346426.316703,240082.351515152,1485.66666666663,0,424.2,422.5,30145.74,19245.59,10900.15,0,11341.26,4171.96,45658.96,192.033525554762,102.688503554764,89.3450219999981,0,904,0,Yes,Yes,,1840434.5553632,916.528359271674,149162.101805772,0
Kane/Glen Hazel,2020-09-01,1418448.1466018,289606.767241383,418.589354838716,0,405.2581,405.2581,24772.7,21606.87,3165.83,0,10312.56,4041.54,39126.8,149.04431231931,123.871185698019,25.1731266212907,0,90,86,Yes,Yes,,1892996.48702222,907.695613181318,789635.914897082,0
Kane/Glen Hazel,2020-11-01,2045382.6010793,243909.507936489,1180.12,0,456.2903,452.6696,26798.52,18281.24,8517.28,0,12099.15,4500.9,43398.57,175.295519113611,104.325462553611,70.97005656,0,536,0,Yes,Yes,,1996886.14611581,1123.73730858025,231982.806661908,0
Kane/Glen Hazel,2021-01-01,2728344.4214108,249458.348387104,1826.06277890467,0,457.4052,457.4052,31557.32,18170.29,13387.03,0,12625.88,4762.51,48945.71,216.514587086598,106.698823688829,109.815763397769,0,1052,0,Yes,Yes,,1930407.68814765,974.240964312859,136437.178351194,0
Kane/Glen Hazel,2021-04-01,1620243.3791974,239831.739870692,780.094827586187,0,453.6919,281.7867,23997.69,18191.36,5806.33,0,12195.66,4747.46,40940.81,149.49465418235,102.581311440972,46.9133427413781,0,416,15,Yes,Yes,,1721557.31624891,919.138887110943,287407.461940773,0
Boyce Park Ski Lodge,2021-08-01,7466.6198157,0,7.2632488479572,0,0.9181,0.9181,123.11,0,123.11,0,17.71,52.25,193.07,0.43679725921845,0,0.43679725921845,0,0,291,,Yes,,13261.2156716269,12.9000152447733,0,0
Hartwood Acres Concert Area,2021-11-01,0,0,0,0,0.254,0,0,0,0,0,49.62,0,49.62,0,0,0,0,712,0,,,,0,0,0,0
S Park Baptist Rd,2021-06-01,0,0,0,0,99.8872,0,0,0,0,0,1538.94,0,1538.94,0,0,0,0,22,212,,,,0,0,0,0
S Park Baptist Rd,2021-12-01,0,0,0,0,209.7836,0,0,0,0,0,2476.6,0,2476.6,0,0,0,0,726,0,,,,0,0,0,0
N Park Hse 15 Pearce Mill,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,28.35,28.35,0,0,0,0,0,291,,,,0,0,0,0
Boyce Park Ski Lodge,2015-01-01,509600.1170324,0,495.719958202724,0,0.4791,0.4791,3993.17,0,3993.17,0,4.45,10.07,4007.69,29.8116068463954,0,29.8116068463954,0,1205,0,,Yes,,,,,
Boyce Park Ski Lodge,2015-04-01,139138.6046512,0,135.348837209339,0,0,0,-536.99,0,-536.99,0,0,0,-536.99,8.1396083720952,0,8.1396083720952,0,353,1,,Yes,,441522.69084232,429.496780975021,0,0
Boyce Park Ski Lodge,2016-02-01,317900.137931,0,309.241379310311,0,0,0,1497.29,0,1497.29,0,0,0,1497.29,18.5971580689635,0,18.5971580689635,0,891,0,,Yes,,203535.131045178,197.991372612041,0,0
Boyce Park Ski Lodge,2016-07-01,38268.6293103,0,37.2262931034047,0,2.1907,2.1907,37.62,0,37.62,0,15.88,45.57,99.07,2.23871481465255,0,2.23871481465255,0,0,330,,Yes,,62428.117511247,60.7277407696955,0,0
Boyce Park Ski Lodge,2017-02-01,305521.6,0,297.2,0,0,0,1871.35,0,1871.35,0,0,0,1871.35,17.8730136,0,17.8730136,0,665,1,,Yes,,243187.853741742,236.56406006006,0,0
Light: Coraopolis Br. Nav.,2021-09-01,51297.406167,15034.4097793083,0,0,0,0,1360.23,1360.23,0,0,0,0,1360.23,6.43054781962531,6.43054781962531,0,0,47,95,,,,,,,
Jail/New,2018-02-01,5228102.9350272,649365.755239156,145.88655462179,2397.4,6684.2879,6684.2879,105707.81,48055.72,1073.45,56578.64,104983.66,53443.15,264134.62,496.056023104247,277.748019562402,8.7733256218452,209.53467792,717,3,Yes,Yes,Yes,3767020.86478405,105.116081680378,467889.477170255,1727.40589339339
Jail/New,2018-09-01,7295070.0955032,1138918.14620692,164.516129032296,2713.53333333333,9060.1613,9060.1613,151215.67,85900.34,1275.95,64039.38,140736.65,59935.84,351888.16,734.199002459659,487.140347331915,9.8936709677442,237.16498416,47,185,Yes,Yes,Yes,15925806.9238136,359.153794620368,2486362.74375208,5923.89207810867
Jail/New,2018-11-01,6825944.3552621,782634.863793113,100,3394.3,8079.2376,8079.2376,139560.79,58794.21,661.1,80105.48,125963.04,63966.11,329489.94,637.428484651318,334.750149211318,6.0138,296.66453544,815,0,Yes,Yes,Yes,4182051.63766378,61.2670045345425,479496.937489037,2079.58593491598
Jail/New,2019-01-01,8159258.2316229,752360.949677433,139.403125,4563.56470588233,8161.4527,8161.4527,159328,50460.73,1167.16,107700.11,127722.05,64994.16,352044.21,729.043961395061,321.801330117931,8.38342513125,398.85920614588,1135,0,Yes,Yes,Yes,3695329.25123097,63.1356957828561,340744.384587757,2066.83912542108
Jail/New,2019-04-01,6384307.6222147,783017.828571424,165.20322580642,2967.1875,8242.3548,8242.3548,134525.34,60232.65,1299.88,72992.81,145336.34,68157.21,348018.89,604.183504515773,334.913951672227,9.9349915935465,259.33456125,328,4,Yes,Yes,Yes,10380721.3056457,268.616230195875,1273167.01148121,4824.57117071226
Jail/New,2019-06-01,6498680.937495,1043813.19529411,161.221212121206,2321.15151515151,12172.0313,12172.0313,134499.18,76528.85,870.01,57100.32,212377.65,101058.89,447935.72,659.027888117586,446.461867517587,9.6955212545451,202.870499345454,31,136,Yes,Yes,Yes,20587844.7053847,510.749382880874,3306803.97650512,7353.41639191598
Jail/New,2019-08-01,8135861.4314153,1218522.42641128,126.140625,3223.275,9786.8667,9786.8667,169992.64,89563.76,1136.3,79292.58,171760.3,74349.43,416102.37,810.491507795737,521.188849269487,7.58584490625,281.71681362,1,212,Yes,Yes,Yes,19802471.4345178,307.022943341869,2965851.34158696,7845.36605633803
Jail/New,2019-10-01,5284123.5493236,927231.5,147.040625,1649.28970588241,8914.2069,8914.2069,111681.98,69947.73,1195.45,40538.8,155687.73,74543.1,341912.81,549.589280475137,396.597311643,8.84272910625,144.149239725888,298,34,Yes,Yes,Yes,8059935.8619333,224.282796481981,1414317.12362608,2515.68100614541
Jail/New,2019-12-01,7603056.7018185,758295.895104894,104.3,4110.99724264707,7045.1034,7045.1034,158841.71,57010.3,697.82,101133.59,124935.06,-38950.27,244826.5,689.916678051204,324.339836846056,6.2723934,359.304447805148,895,0,Yes,Yes,Yes,4318933.60151023,59.2478515292113,430751.702860835,2335.26130651343
Jail/New,2021-02-01,6563144.5787418,700483.137931037,943.389826839786,2682.82359307353,6814.7725,6814.7725,121046.63,49417.11,5632.06,65997.46,139081.07,66688.57,326816.27,590.826554422132,299.612048722139,56.7335774064911,234.480928293501,1020,0,Yes,Yes,Yes,3348296.71115585,481.285916628565,357363.053459392,1368.68680942901
Kane/Glen Hazel,2015-02-01,2660189.2111379,216099.922413804,1870.48275862062,0,306.4445,0,32472.55,17039.49,15433.06,0,5288.55,2136.26,39897.36,219.3508808707,106.863788732773,112.487092137927,0,1280,0,Yes,Yes,,2572932.12097236,1770.4672683189,205129.627060677,0
Kane/Glen Hazel,2015-09-01,1171001.5389793,285832.61609194,190.409195402335,0,410.9667,410.9667,23606.34,22021.56,1584.78,0,6761.87,2963,33331.21,152.798201009347,141.347372816241,11.4508281931056,0,24,170,Yes,Yes,,1171001.5389793,243.708816210546,795777.157671124,0
Kane/Glen Hazel,2016-12-01,2419453.8064328,252434.133333324,1515.70869990224,0,1271.4054,1271.4054,27412.9,17825.58,9587.32,0,18862.45,-9911.83,36363.52,199.123322172317,107.971632377596,91.1516897947208,0,956,0,Yes,Yes,,1816917.17453283,863.121387422216,144537.784076944,0
Kane/Glen Hazel,2017-03-01,1516354.1052302,257955.116666676,618.882536151265,0,443.5097,443.5097,23844.92,20305.09,3539.83,0,7921.91,3718.26,35485.09,147.551436369969,110.333078410904,37.2183579590648,0,762,2,Yes,Yes,,1412995.21445485,482.608790811997,189394.407674426,0
Kane/Glen Hazel,2017-05-01,1506305.731065,296151.96103898,482.33,0,467.8284,467.8284,26697.29,23945.75,2751.54,0,8986.01,3930.58,39613.88,155.677070619515,126.670709079515,29.00636154,0,172,46,Yes,Yes,,1992233.13656797,944.307822456717,683495.479767435,0
Kane/Glen Hazel,2017-07-01,1376354.5756003,333543.772929279,231.812473118288,0,427.5868,427.5868,27724.5,26267.98,1456.52,0,8194.9,3601.72,39521.12,156.604748153245,142.664009644857,13.9407385083876,0,0,274,Yes,Yes,,1554826.84976337,291.137873448655,598332.590949875,0
Kane/Glen Hazel,2018-02-01,2225626.9399404,219432.264,1436.69655172412,0,371.469,371.469,29123.16,18308.85,10814.31,0,8849.15,3332.03,41304.34,180.256064050193,93.856006822608,86.4000572275854,0,717,3,Yes,Yes,,1930893.97784748,1080.89462824893,166177.397718543,0
Kane/Glen Hazel,2018-09-01,1523566.7405043,347385.346175117,329.073870967704,0,473.929,473.929,30003.49,28068.95,1934.54,0,10832.76,4172.06,45008.31,168.374199488969,148.584355036713,19.7898444522558,0,47,185,Yes,Yes,,1940683.70159535,524.901747854762,724214.008193713,0
Kane/Glen Hazel,2018-11-01,1684096.0902284,247447.845905158,816.93,0,448.6516,448.6516,25146.92,20525.85,4621.07,0,10455.47,3996.06,39598.45,154.967423886246,105.838887546246,49.12853634,0,815,0,Yes,Yes,,1485359.20095958,563.857022038063,162787.473158835,0
Kane/Glen Hazel,2019-01-01,2848283.0195415,249931.118181829,1941.16541274815,0,444.4194,444.4194,31435.32,19017.78,12417.54,0,10416.87,4116.87,45969.06,223.638843322817,106.901037730968,116.737805591848,0,1135,0,Yes,Yes,,1930642.56782276,968.633224739413,128990.554207865,0
Kane/Glen Hazel,2019-04-01,1786923.4030775,270671.896551729,839.87440860214,0,436.9937,436.5562,25815.84,22753.82,3062.02,0,9784.54,5977.96,41578.34,166.280692121414,115.772324936899,50.5083671845155,0,328,4,Yes,Yes,,2172474.77548341,1263.23515350151,422031.493303256,0
Kane/Glen Hazel,2019-06-01,1367938.15804,314720.42,286.10125,0,432.4849,431.5503,26887.01,25795.6,1091.41,0,9738.72,5860.98,42486.71,151.81840445574,134.61284748324,17.2055569725,0,31,136,Yes,Yes,,1794897.46017035,551.789065135816,934437.471110593,0
Kane/Glen Hazel,2019-08-01,1425069.073908,343345.762184848,246.666666666634,0,477.9643,476.9545,29689.02,27945.65,1743.37,0,12474.01,4455.38,46618.41,161.690576093225,146.856536093227,14.8340399999981,0,1,212,Yes,Yes,,1789395.19591118,365.851294881706,794290.595269637,0
Kane/Glen Hazel,2019-10-01,1750475.0019606,281436.827586196,768.68924731177,0,480.3449,474.8621,28687.3,23218.36,5468.94,0,11877.6,4441.27,45006.17,166.604156723658,120.376722768823,46.2274339548352,0,298,34,Yes,Yes,,2054879.23444301,1086.5751127668,414111.291680371,0
Kane/Glen Hazel,2015-11-01,1688465.7350834,244238.620689654,831.832258064494,0,426.6651,204.0769,22109.55,19189.69,2919.86,0,7143.4,2887.46,32140.41,170.803412891344,120.778684555862,50.0247283354825,0,481,2,Yes,Yes,,1723284.75448999,876.799374736571,258730.059302144,0
Kane/Glen Hazel,2016-01-01,2630118.8746177,245667.34169279,1743.09523809523,0,407.7548,407.7548,27191.29,19149.59,8041.7,0,2694.76,3103.41,32989.46,209.903588152095,105.077326723524,104.826261428571,0,1160,0,Yes,Yes,,1826765.76683518,873.438521790008,126306.161240579,0
North Park Soccer Field,2021-11-01,0,0,0,0,0.716,0,0,0,0,0,45.94,0,45.94,0,0,0,0,712,0,,,,0,0,0,0
S Park Black Ash Shelter,2022-04-01,0,0,0,0,0,0,28.82,0,28.82,0,0,0,28.82,0,0,0,0,484,14,,Yes,,0,0,0,0
S Park Black Ash Shelter,2022-06-01,0,0,0,0,0,0,62.03,0,62.03,0,0,0,62.03,0,0,0,0,15,156,,Yes,,0,0,0,0
S Park Black Ash Shelter,2022-08-01,0,0,0,0,0,0,45.36,0,45.36,0,0,0,45.36,0,0,0,0,0,217,,Yes,,0,0,0,0
S Park Black Ash Shelter,2022-10-01,0,0,0,0,0,0,88.56,0,88.56,0,0,0,88.56,0,0,0,0,421,0,,Yes,,0,0,0,0
Hartwood Acres Stable,2019-04-01,84489.7115375,424.346875,80.78,0,1.3235,0,380.16,92.83,287.33,0,50.76,0,430.92,5.03945013406875,0.18150249406875,4.85794764,0,328,4,,Yes,,137335.087331297,131.346218993622,689.97719204022,0
Hartwood Acres Stable,2019-06-01,4421.4121745,851.099510345838,1.47612903229572,0,1.6071,0,183.26,129.91,53.35,0,61.64,0,244.9,0.452805432508343,0.364033984764143,0.0887714477442,0,31,136,,Yes,,13858.0264249278,4.67638211112552,2696.28632584988,0
Hartwood Acres Stable,2019-08-01,2157.1669556,384.783266119578,0.821290322568093,0,1.5,0,140.8,84.74,56.06,0,57.53,0,198.33,0.213971025569798,0.164580268151198,0.0493907574186,0,1,212,,Yes,,5151.91941187552,1.99899891230957,936.552287676795,0
Hartwood Acres Stable,2019-10-01,70988.4002792,1884.89393939039,62.7987764182879,0,1.6034,0,681.41,222.36,459.05,0,61.49,0,742.9,4.58280342178694,0.806210605543935,3.776592816243,0,298,34,,Yes,,108243.334059582,95.7877130265208,2875.05091738024,0
Hartwood Acres Stable,2019-12-01,187218.2300484,174.076612895662,181.541129032296,0,0,0,1349.88,67.43,1282.45,0,51.35,0,1401.23,10.9919768147652,0.0744563970209585,10.9175204177442,0,895,0,,Yes,,106379.43119154,103.124850041715,98.8846147224369,0
Hartwood Acres Stable,2021-02-01,186878.0247977,269.577990504103,180.893214682977,0,0,0,1319.89,48.72,1271.17,0,49.46,0,1369.35,10.9938605818592,0.115304437254396,10.8785561446049,0,1020,0,,Yes,,95372.583855304,92.2856640634199,137.529668617773,0
Light: 9th St Bridge,2022-02-01,5555.6580545,1628.2702387163,0,0,0,0,207.24,207.24,0,0,0,0,207.24,0.696447003044211,0.696447003044211,0,0,895,0,,,,,,,
Light: 9th St Bridge,2022-09-01,5281.8785331,1548.03005073271,0,0,0,0,208.5,208.5,0,0,0,0,208.5,0.662126509359495,0.662126509359495,0,0,95,78,,,,,,,
Light: 9th St Bridge,2022-11-01,6423.2399074,1882.54393534584,0,0,0,0,238.04,238.04,0,0,0,0,238.04,0.805205457113993,0.805205457113993,0,0,593,4,,,,,,,
Light: Xmas Lights Middle Rd,2021-11-01,0,0,0,0,0,0,13.5,13.5,0,0,0,0,13.5,0,0,0,0,712,0,,,,,,,
Settler's Cabin Park Pump House,2021-07-01,0,0,0,0,1557.8096,0,0,0,0,0,10282.85,0,10282.85,0,0,0,0,0,236,,,,0,0,0,0
Settler's Cabin Park McMichael Rd,2022-01-01,0,0,0,0,3.4286,0,0,0,0,0,903.35,0,903.35,0,0,0,0,1244,0,,,,0,0,0,0
N Park Res. 12,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,484,14,,,,0,0,0,0
N Park Res. 12,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,27.74,27.74,0,0,0,0,15,156,,,,0,0,0,0
Settler's Cabin Str Brn,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,0,,,,0,0,0,0
N Park Res. 12,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,28.35,28.35,0,0,0,0,0,217,,,,0,0,0,0
N Park Res. 12,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,22.87,22.87,0,0,0,0,421,0,,,,0,0,0,0
N Park Master Meter,2021-07-01,278133.3333333,0,270.557717250292,0,3357.0809,0,1179.78,0,1179.78,0,17667.79,0,18847.57,16.2707999999981,0,16.2707999999981,0,0,236,,Yes,,613349.876865058,596.643849090523,0,0
Light: Browns Hill Rd,2021-07-01,1149.844,337,0,0,0,0,0,0,0,0,0,0,0,0.144142314,0.144142314,0,0,0,236,,,,,,,
Rt 28 Fire Hall & Main,2021-06-01,6543.7298125,301.849833147714,5.36363636361868,0,0,0,91.55,48.06,43.49,0,0,0,91.55,0.451666177968907,0.129107814333607,0.3225583636353,0,22,212,,Yes,,14236.6673155619,12.0144501962288,676.138265392482,0
Light: N 40th St Bridge,2022-01-01,1504.692,441,0,0,0,0,68.62,68.62,0,0,0,0,68.62,0.188625402,0.188625402,0,0,1244,0,,,,,,,
Light: High Level Bridge,2015-03-01,21626.5894253,6338.39080460141,0,0,0,0,635.22,635.22,0,0,0,0,635.22,3.13440397517425,3.13440397517425,0,0,885,0,,,,,,,
Light: High Level Bridge,2015-05-01,16823.5131034,4930.68965515826,0,0,0,0,515.71,515.71,0,0,0,0,515.71,2.43828027206197,2.43828027206197,0,0,89,131,,,,,,,
Light: High Level Bridge,2015-07-01,16346.0228699,4790.7452725381,0,0,0,0,500.92,500.92,0,0,0,0,500.92,2.36907623546809,2.36907623546809,0,0,0,262,,,,,,,
Kane/McKeesport,2016-09-01,1218467.7752609,273846.9979716,276.363636363619,0,282.4246,282.4246,24393.74,22009.46,2384.28,0,1710.56,2421.57,28525.87,133.750342030044,117.130385666409,16.6199563636353,0,14,154,Yes,Yes,,3608455.10084209,852.532467532414,800718.55926693,0
Kane/McKeesport,2016-11-01,1526011.8164539,178829.606229162,890.9,0,316.417,322.2235,21064.38,15399.79,5664.59,0,2249.25,4239.16,27552.79,130.06630103555,76.4893568355495,53.5769442,0,547,3,Yes,Yes,,1372929.7539333,797.097801652892,162225.443679404,0
Boyce Park Barn,2022-07-01,6065.753965,1777.77079865182,0,0,0,0,206.33,206.33,0,0,0,0,206.33,0.760391681540952,0.760391681540952,0,0,0,284,,,,11052.9143552377,0,3239.42390247295,0
Boyce Park Center Rd,2022-02-01,0,0,0,0,738.3238,1.9785,0,0,0,0,3495.85,32.87,3528.72,0,0,0,0,895,0,,,,0,0,0,0
N Park Adm. Building,2021-12-01,130853.9381912,38351.0956011723,0,0,0,548.4615,2011.36,2011.36,0,0,192.87,140.54,2344.77,16.4036073127246,16.4036073127246,0,0,726,0,Yes,,,91646.3997059845,0,26860.0233604878,0
Boyce Park Center Rd,2022-09-01,0,0,0,0,459.8133,3.9001,0,0,0,0,2798.56,45.39,2843.95,0,0,0,0,95,78,,,,0,0,0,0
Boyce Park Center Rd,2022-11-01,0,0,0,0,432.3009,3.1139,0,0,0,0,2706.38,40.81,2747.19,0,0,0,0,593,4,,,,0,0,0,0
N Park Adm. Building,2021-10-01,135072.0327374,39587.3483990035,0,0,0,92626.0959,4135.94,4135.94,0,0,192.87,390.18,4718.99,16.9323798319186,16.9323798319186,0,0,194,34,Yes,,,301791.059499856,0,88449.9002051159,0
Arsenal Health,2021-09-01,173012.4,0,168.3,0,0,0,1291.16,0,1291.16,0,0,0,1291.16,10.1212254,0,10.1212254,0,47,95,,Yes,,626271.382077465,609.213406690141,0,0
S Park Boy Scout Building,2021-06-01,0,0,0,0,0,0,26.05,0,26.05,0,0,0,26.05,0,0,0,0,22,212,,Yes,,0,0,0,0
N Park Archery Barn,2021-12-01,0,0,0,0,0,0,0,0,0,0,0,45.05,45.05,0,0,0,0,726,0,,,,0,0,0,0
N Park Pool,2021-11-01,103121.25,0,100.3125,0,3542.5161,0,669.63,0,669.63,0,18555.65,233.93,19459.21,6.032593125,0,6.032593125,0,712,0,,Yes,,73283.841185085,71.2877832539737,0,0
Public Works Salt Dome,2022-09-01,0,0,0,0,0,0,0,0,0,0,124.2,0,124.2,0,0,0,0,95,78,,,,0,0,0,0
Public Works Salt Dome,2022-11-01,0,0,0,0,0,0,0,0,0,0,124.2,0,124.2,0,0,0,0,593,4,,,,0,0,0,0
Light: Hartwood Acres Amphitheater,2022-01-01,29075.4727138,8521.53362069168,0,0,0,0,780.71,780.71,0,0,0,0,780.71,3.64484740330949,3.64484740330949,0,0,1244,0,,,,,,,
Light: Hartwood Acres Middle Rd Ent,2022-01-01,0,0,0,0,0,0,13.51,13.51,0,0,0,0,13.51,0,0,0,0,1244,0,,,,,,,
N Park Fire Hall,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,29.16,29.16,0,0,0,0,0,236,,,,0,0,0,0
Armstrong Tunnel Entrance,2022-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895,0,,,,0,0,0,0
Armstrong Tunnel Entrance,2022-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,78,,,,0,0,0,0
Arsenal Health,2022-03-01,809036,0,787,0,0,0,5274.06,0,5274.06,0,0,0,5274.06,47.328606,0,47.328606,0,667,0,,Yes,,635640.919912137,618.327743105192,0,0
Light: N Park Prk Lot Rnk Crts,2021-11-01,11768.7040053,3449.20984915006,0,0,0,0,344.16,344.16,0,0,0,0,344.16,1.47530293509816,1.47530293509816,0,0,712,0,,,,,,,
N Park Hse 17 Service Rd,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,28.61,28.61,0,0,0,0,0,236,,,,0,0,0,0
Light: Windgap Bridge,2022-04-01,1364.8300413,400.008804601407,0,0,0,0,69.47,69.47,0,0,0,0,69.47,0.171092565921723,0.171092565921723,0,0,484,14,,,,,,,
Light: Windgap Bridge,2022-06-01,951.2566334,278.797372039859,0,0,0,0,52.6,52.6,0,0,0,0,52.6,0.119247769563633,0.119247769563633,0,0,15,156,,,,,,,
N Park Golf Course,2021-08-01,796.3998758,233.411452461899,0,0,0,0,50.99,50.99,0,0,0,157.16,208.15,0.0998352132699084,0.0998352132699084,0,0,0,291,,,,1414.45939053086,0,414.554334856642,0
Light: Windgap Bridge,2022-08-01,417.9754023,122.501583323564,0,0,0,0,26.75,26.75,0,0,0,0,26.75,0.0523966222223214,0.0523966222223214,0,0,0,217,,,,,,,
Light: Windgap Bridge,2022-10-01,1511.474861,442.987942848769,0,0,0,0,72.06,72.06,0,0,0,0,72.06,0.189475688891161,0.189475688891161,0,0,421,0,,,,,,,
"840 County Ln, Well charge 103",2021-09-01,0,0,0,0,0,0,0,0,0,0,0,27.44,27.44,0,0,0,0,47,95,,,,0,0,0,0
Boyce Park Rental,2021-08-01,0,0,0,0,1.6147,0,0,0,0,0,16.62,0,16.62,0,0,0,0,0,291,,,,0,0,0,0
Boyce Park Barn,2022-04-01,3249.3517944,952.330537631887,0,0,0,0,139.57,139.57,0,0,0,0,139.57,0.407332722216986,0.407332722216986,0,0,484,14,,,,3430.021334,0,1005.28175087925,0
Boyce Park Barn,2022-06-01,5491.8627825,1609.57291398007,0,0,0,0,189.25,189.25,0,0,0,0,189.25,0.688449745913384,0.688449745913384,0,0,15,156,,,,16745.1475497161,0,4907.72202512197,0
Boyce Park Barn,2022-08-01,5790.1446119,1696.99431767292,0,0,0,0,194.82,194.82,0,0,0,0,194.82,0.725841803543696,0.725841803543696,0,0,0,217,,,,13739.8281444788,0,4026.91328970656,0
Boyce Park Barn,2022-10-01,3781.5839574,1108.31886207503,0,0,0,0,153.6,153.6,0,0,0,0,153.6,0.474052360324456,0.474052360324456,0,0,421,0,,,,4563.53434993979,0,1337.49541322972,0
N Park Hse 33 Pearce Mill,2021-09-01,0,0,0,0,0,0,0,0,0,0,0,27.44,27.44,0,0,0,0,47,95,,,,0,0,0,0
Light: Jacks Run Bridge,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,0,,,,,,,
S Park Concession Stand,2021-08-01,8696.5433364,2548.81105990621,0,0,0,0,230.84,230.84,0,0,0,0,230.84,1.09018256416521,1.09018256416521,0,0,0,291,,,,15445.6420211933,0,4526.85874009181,0
Kane/McKeesport,2015-01-01,2468280.2644926,196918.379310346,1747.4657142857,0,391.7714,391.7714,20492.14,15383.33,5108.81,0,3711.41,4868.58,29072.13,202.467397796852,97.3783046711384,105.089093125713,0,1205,0,Yes,Yes,,,,,
Kane/McKeesport,2015-04-01,1704990.623465,220597.479623828,926.373563218385,0,396.2068,396.2068,21087.45,17964.95,3122.5,0,3738.57,4978.06,29804.08,164.798133591086,109.087880246259,55.7102533448273,0,353,1,Yes,Yes,,5253699.1086144,2939.62232396041,654093.598939946,0
Kane/McKeesport,2015-06-01,1271864.7540842,281975.217345897,301.328125,0,368.8181,209.6666,22969.32,21338.07,1631.25,0,3498.31,2617.18,29084.81,157.561117486187,139.439846704937,18.12127078125,0,24,190,Yes,Yes,,4494430.07021395,1110.6898364486,982602.848283938,0
N Park Hse 33 Pearce Mill,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,28.48,28.48,0,0,0,0,1244,0,,,,0,0,0,0
S Park 100 Acre House,2021-06-01,11341.3793103,0,11.0324701462062,0,0,0,71.27,0,71.27,0,0,0,71.27,0.66347068965255,0,0.66347068965255,0,22,212,,Yes,,25404.488231974,24.7125371906362,0,0
N Park Archery Barn,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,53.13,53.13,0,0,0,0,194,34,,,,0,0,0,0
Light: 16th St Bridge,2021-10-01,5759.0948501,1687.89415301876,0,0,0,0,181.39,181.39,0,0,0,0,181.39,0.721949462917489,0.721949462917489,0,0,194,34,,,,,,,
District 4/Lovedale Hollow Road,2021-07-01,0,0,0,0,4.0654,3.9,0,0,0,0,164.63,84,248.63,0,0,0,0,0,236,,,,0,0,0,0
N Park Hse 33 Pearce Mill,2021-11-01,0,0,0,0,0,0,0,0,0,0,0,27.44,27.44,0,0,0,0,712,0,,,,0,0,0,0
Light: 6th St Bridge,2021-10-01,14438.7481777,4231.7550344959,0,0,0,0,405.11,405.11,0,0,0,0,405.11,1.81001472686465,1.81001472686465,0,0,194,34,,,,,,,
Boyce Park Res 3-1,2015-06-01,0,0,0,0,3.1031,0,0,0,0,0,23.93,0,23.93,0,0,0,0,24,190,,,,0,0,0,0
Boyce Park Res 3-1,2015-08-01,0,0,0,0,2.7141,0,0,0,0,0,24.15,0,24.15,0,0,0,0,5,207,,,,0,0,0,0
Boyce Park Res 3-1,2015-10-01,0,0,0,0,3.0731,0,0,0,0,0,29.8,0,29.8,0,0,0,0,329,0,,,,0,0,0,0
Boyce Park Res 3-1,2015-12-01,0,0,0,0,3.0818,0,0,0,0,0,24.37,0,24.37,0,0,0,0,618,0,,,,0,0,0,0
Boyce Park Res 3-1,2016-04-01,0,0,0,0,3.8984,1.5646,0,0,0,0,34.37,9.93,44.3,0,0,0,0,400,1,,,,0,0,0,0
Boyce Park Res 3-1,2016-06-01,0,0,0,0,3.9896,3.9896,0,0,0,0,23.27,30.85,54.12,0,0,0,0,13,216,,,,0,0,0,0
Boyce Park Res 3-1,2016-08-01,0,0,0,0,2.5315,2.5315,0,0,0,0,17.86,24.31,42.17,0,0,0,0,0,345,,,,0,0,0,0
